order_id,order_delta_hour_t-1,order_delta_hour_t-2,order_delta_hour_t-3
2997398,0.0,7.0,5.0
2247103,-7.0,-7.0,0.0
479782,3.0,-4.0,-4.0
2470999,-2.0,1.0,-6.0
3274956,4.0,2.0,5.0
325853,2.0,6.0,4.0
2231695,-2.0,0.0,4.0
34146,5.0,3.0,5.0
68651,-9.0,-4.0,-6.0
2668765,2.0,-7.0,-2.0
29409,-4.0,-2.0,-11.0
1215478,5.0,1.0,3.0
529852,2.0,7.0,3.0
2324399,0.0,2.0,7.0
645694,5.0,5.0,7.0
559748,-4.0,1.0,1.0
3308473,-6.0,-10.0,-5.0
1090097,7.0,1.0,-3.0
2267305,0.0,7.0,1.0
1269254,-5.0,-5.0,2.0
1521575,1.0,-4.0,-4.0
325049,5.0,6.0,1.0
1712806,-7.0,-2.0,-1.0
2896663,3.0,-4.0,1.0
2348600,-5.0,-2.0,-9.0
2144770,1.0,-4.0,-1.0
723023,-1.0,0.0,-5.0
2882504,7.0,6.0,7.0
572362,-4.0,3.0,2.0
3344116,1.0,-3.0,4.0
1464905,4.0,5.0,1.0
3087588,0.0,4.0,5.0
3157495,2.0,2.0,6.0
3330825,-10.0,-8.0,-8.0
2303080,4.0,-6.0,-4.0
631808,-5.0,-1.0,-11.0
2249539,,,
252289,-2.0,,
2793288,-2.0,-4.0,
264368,-3.0,-5.0,-7.0
2256481,14.0,11.0,9.0
1788216,-7.0,7.0,4.0
2834460,0.0,-7.0,7.0
742681,-7.0,-7.0,-14.0
282034,12.0,5.0,5.0
1513559,-5.0,7.0,0.0
1396715,-8.0,-13.0,-1.0
2026745,1.0,-7.0,-12.0
1161993,9.0,10.0,2.0
267898,-1.0,8.0,9.0
3202096,4.0,3.0,12.0
1628325,-3.0,1.0,0.0
1199082,-9.0,-12.0,-8.0
2452251,3.0,-6.0,-9.0
116289,-1.0,2.0,-7.0
752022,10.0,9.0,12.0
626169,-10.0,0.0,-1.0
243568,5.0,-5.0,5.0
2269777,-4.0,1.0,-9.0
1406770,1.0,-3.0,2.0
2940852,5.0,6.0,2.0
2011374,-1.0,4.0,5.0
705426,0.0,-1.0,4.0
2742119,-8.0,-8.0,-9.0
1486436,,,
3095232,0.0,,
959256,-1.0,-1.0,
1529592,7.0,6.0,6.0
1156574,2.0,9.0,8.0
2437459,3.0,5.0,12.0
1308627,-7.0,-4.0,-2.0
2508204,0.0,-7.0,-4.0
791795,0.0,0.0,-7.0
1627847,6.0,6.0,6.0
3127713,-14.0,-8.0,-8.0
2731601,9.0,-5.0,1.0
15213,0.0,9.0,-5.0
2191687,,,
2442530,8.0,,
113585,1.0,9.0,
1600142,-3.0,-2.0,6.0
3077860,3.0,0.0,1.0
1737328,-4.0,-1.0,-4.0
774000,5.0,1.0,4.0
1546426,1.0,6.0,2.0
2992527,-2.0,-1.0,4.0
1488087,-5.0,-7.0,-6.0
8913,3.0,-2.0,-4.0
714889,0.0,3.0,-2.0
3032601,2.0,2.0,5.0
1567686,-3.0,-1.0,-1.0
2540957,-1.0,-4.0,-2.0
1501871,3.0,2.0,-1.0
1374261,-1.0,2.0,1.0
1704993,1.0,0.0,3.0
2050104,0.0,1.0,0.0
664402,-1.0,-1.0,0.0
3018521,-2.0,-3.0,-3.0
2813562,0.0,-2.0,-3.0
558561,3.0,3.0,1.0
1797824,4.0,7.0,7.0
103603,-8.0,-4.0,-1.0
897173,5.0,-3.0,1.0
2576789,0.0,5.0,-3.0
395951,-4.0,-4.0,1.0
93802,-1.0,-5.0,-5.0
3102980,4.0,3.0,-1.0
2898127,-4.0,0.0,-1.0
3016728,0.0,-4.0,0.0
178268,6.0,6.0,2.0
692534,,,
112449,12.0,,
1059956,0.0,12.0,
518838,0.0,0.0,12.0
2189211,-1.0,-1.0,-1.0
1598568,-2.0,-3.0,-3.0
1075631,-9.0,-11.0,-12.0
3041922,12.0,3.0,1.0
328132,0.0,12.0,3.0
1290779,-1.0,-1.0,11.0
3005917,1.0,0.0,0.0
2844987,0.0,1.0,0.0
1405739,1.0,1.0,2.0
1820893,-2.0,-1.0,-1.0
818547,-4.0,-6.0,-5.0
457154,2.0,-2.0,-4.0
1118250,-2.0,0.0,-4.0
1675439,-7.0,-9.0,-7.0
1739018,0.0,-7.0,-9.0
1785833,,,
1573028,2.0,,
3314078,-9.0,-7.0,
1302401,11.0,2.0,4.0
862445,-11.0,0.0,-9.0
871781,13.0,2.0,13.0
827067,-9.0,4.0,-7.0
71502,4.0,-5.0,8.0
2498003,0.0,4.0,-5.0
353578,6.0,6.0,10.0
416693,-3.0,3.0,3.0
2084149,-2.0,-5.0,1.0
2833275,3.0,1.0,-2.0
1486464,-3.0,0.0,-2.0
1051725,-7.0,-10.0,-7.0
1170687,5.0,-2.0,-5.0
2871268,-1.0,4.0,-3.0
913763,-1.0,-2.0,3.0
2949421,-4.0,-5.0,-6.0
591382,7.0,3.0,2.0
560626,2.0,9.0,5.0
2213533,-2.0,0.0,7.0
1576354,-6.0,-8.0,-6.0
512240,-1.0,-7.0,-9.0
946778,6.0,5.0,-1.0
2944542,1.0,7.0,6.0
1031489,-11.0,-10.0,-4.0
2622391,4.0,-7.0,-6.0
1821033,8.0,12.0,1.0
942444,-7.0,1.0,5.0
2380814,-4.0,-11.0,-3.0
2937828,4.0,0.0,-7.0
3007570,-4.0,0.0,-4.0
2693412,2.0,-2.0,2.0
942126,2.0,4.0,0.0
3140064,-2.0,0.0,2.0
1682583,2.0,0.0,2.0
630117,1.0,3.0,1.0
156016,-1.0,0.0,2.0
3277128,-1.0,-2.0,-1.0
1974669,,,
3406775,0.0,,
2752478,-1.0,-1.0,
647857,0.0,-1.0,-1.0
1398857,-9.0,-9.0,-10.0
2059436,12.0,3.0,3.0
1719582,-2.0,10.0,1.0
3190815,-17.0,-19.0,-7.0
2136949,12.0,-5.0,-7.0
890671,,,
320375,-1.0,,
2168833,2.0,1.0,
1155858,3.0,5.0,4.0
836192,-3.0,0.0,2.0
1361636,4.0,1.0,4.0
177474,-4.0,0.0,-3.0
318850,4.0,0.0,4.0
2608157,-2.0,2.0,-2.0
2568728,-4.0,-6.0,-2.0
115435,1.0,-3.0,-5.0
1752693,4.0,5.0,1.0
889235,2.0,6.0,7.0
1050711,-5.0,-3.0,1.0
1756527,5.0,0.0,2.0
3339284,-1.0,4.0,-1.0
1463243,,,
622210,0.0,,
2846077,0.0,0.0,
1616786,0.0,0.0,0.0
1803651,0.0,0.0,0.0
3049996,0.0,0.0,0.0
1872638,1.0,1.0,1.0
1857157,-1.0,0.0,0.0
441499,1.0,0.0,1.0
2227056,-2.0,-1.0,-2.0
222109,1.0,-1.0,0.0
1056423,1.0,2.0,0.0
3352180,2.0,3.0,4.0
1486576,-3.0,-1.0,0.0
2373490,0.0,-3.0,-1.0
1444599,-1.0,-1.0,-4.0
936287,-1.0,-2.0,-2.0
72171,3.0,2.0,1.0
1289868,1.0,4.0,3.0
2150659,1.0,2.0,5.0
1501960,-3.0,-2.0,-1.0
1416365,11.0,8.0,9.0
1896625,-11.0,0.0,-3.0
1525780,0.0,-11.0,0.0
522180,-2.0,-2.0,-13.0
3296946,4.0,2.0,2.0
2514242,-2.0,2.0,0.0
321777,-1.0,-3.0,1.0
3260062,1.0,0.0,-2.0
2519755,-1.0,0.0,-1.0
677708,3.0,2.0,3.0
1188984,1.0,4.0,3.0
2213143,-4.0,-3.0,0.0
120439,5.0,1.0,2.0
1570053,-4.0,1.0,-3.0
2853325,4.0,0.0,5.0
2998577,-4.0,0.0,-4.0
311490,2.0,-2.0,2.0
1290319,-1.0,1.0,-3.0
2012499,1.0,0.0,2.0
2659797,-1.0,0.0,-1.0
2699942,-1.0,-2.0,-1.0
1815369,-2.0,-3.0,-4.0
2477901,12.0,10.0,9.0
1204896,-8.0,4.0,2.0
2346525,-3.0,-11.0,1.0
9209,0.0,-3.0,-11.0
2957263,1.0,1.0,-2.0
2172762,4.0,5.0,5.0
2694022,,,
693948,-1.0,,
1998182,0.0,-1.0,
10897,-3.0,-3.0,-4.0
244128,0.0,-3.0,-3.0
845086,,,
1293076,-4.0,,
2499133,3.0,-1.0,
2643636,-2.0,1.0,-3.0
2307039,,,
394447,4.0,,
1828945,-5.0,-1.0,
1185817,0.0,-5.0,-1.0
1268046,5.0,5.0,0.0
3244141,1.0,6.0,6.0
1960446,-2.0,-1.0,4.0
515655,-1.0,-3.0,-2.0
3017158,-1.0,-2.0,-4.0
1868918,-2.0,-3.0,-4.0
717424,,,
1233341,-1.0,,
3228689,2.0,1.0,
1016833,-1.0,1.0,0.0
1374657,-2.0,-3.0,-1.0
952796,7.0,5.0,4.0
1129605,-1.0,6.0,4.0
221839,,,
810844,3.0,,
1473076,9.0,12.0,
1966162,0.0,9.0,12.0
2636580,0.0,0.0,9.0
1337014,-5.0,-5.0,-5.0
3189218,-8.0,-13.0,-13.0
2217486,6.0,-2.0,-7.0
873980,0.0,6.0,-2.0
1915420,2.0,2.0,8.0
1828376,-17.0,-15.0,-15.0
2367499,1.0,-16.0,-14.0
1203793,9.0,10.0,-7.0
1138524,3.0,12.0,13.0
2250886,-3.0,0.0,9.0
1176558,3.0,0.0,3.0
512780,5.0,8.0,5.0
827065,-1.0,4.0,7.0
1210443,-8.0,-9.0,-4.0
1627931,13.0,5.0,4.0
1578771,-22.0,-9.0,-17.0
1227869,17.0,-5.0,8.0
2006189,-9.0,8.0,-14.0
669254,0.0,-9.0,8.0
1585769,8.0,8.0,-1.0
1026753,0.0,8.0,8.0
2219114,4.0,4.0,12.0
1554412,-19.0,-15.0,-15.0
1626024,8.0,-11.0,-7.0
3004042,1.0,9.0,-10.0
2327356,8.0,9.0,17.0
2042218,3.0,11.0,12.0
2487993,,,
502440,0.0,,
3219659,3.0,3.0,
1323382,-3.0,0.0,0.0
1577826,,,
1634365,0.0,,
1906747,3.0,3.0,
209769,0.0,3.0,3.0
1424258,4.0,4.0,7.0
244528,-12.0,-8.0,-8.0
342896,11.0,-1.0,3.0
673704,-6.0,5.0,-7.0
699197,-4.0,-10.0,1.0
537623,7.0,3.0,-3.0
3078595,-6.0,1.0,-3.0
1627619,0.0,-6.0,1.0
2717227,11.0,11.0,5.0
2963062,,,
1288374,4.0,,
1924970,-5.0,-1.0,
1857224,6.0,1.0,5.0
501815,-1.0,5.0,0.0
1440533,-3.0,-4.0,2.0
2170383,,,
1419234,-1.0,,
164680,5.0,4.0,
3367598,-5.0,0.0,-1.0
998594,9.0,4.0,9.0
1203395,-6.0,3.0,-2.0
2952133,0.0,-6.0,3.0
2231630,-1.0,-1.0,-7.0
1657108,6.0,5.0,5.0
2286024,-2.0,4.0,3.0
1308289,-3.0,-5.0,1.0
3115438,-5.0,-8.0,-10.0
2477091,2.0,-3.0,-6.0
1946012,8.0,10.0,5.0
1895598,-5.0,3.0,5.0
1345642,0.0,-5.0,3.0
2852809,-2.0,-2.0,-7.0
3048775,3.0,1.0,1.0
64421,3.0,6.0,4.0
2019038,0.0,3.0,6.0
2429103,-7.0,-7.0,-4.0
1828365,0.0,-7.0,-7.0
380602,5.0,5.0,-2.0
2252559,-4.0,1.0,1.0
983350,7.0,3.0,8.0
431987,-1.0,6.0,2.0
430237,-3.0,-4.0,3.0
1453488,2.0,-1.0,-2.0
3173030,3.0,5.0,2.0
1755115,0.0,3.0,5.0
3068979,-10.0,-10.0,-7.0
964484,3.0,-7.0,-7.0
2895328,5.0,8.0,-2.0
396923,-3.0,2.0,5.0
677167,1.0,-2.0,3.0
2676390,-6.0,-5.0,-8.0
1581498,4.0,-2.0,-1.0
50843,-3.0,1.0,-5.0
1484464,2.0,-1.0,3.0
809950,2.0,4.0,1.0
1150329,-1.0,1.0,3.0
2206347,1.0,0.0,2.0
3247132,-3.0,-2.0,-3.0
464036,2.0,-1.0,0.0
1680708,-3.0,-1.0,-4.0
2218127,3.0,0.0,2.0
2004495,-1.0,2.0,-1.0
1155359,-3.0,-4.0,-1.0
2045406,6.0,3.0,2.0
1676699,0.0,6.0,3.0
307453,-7.0,-7.0,-1.0
1510848,0.0,-7.0,-7.0
2323092,7.0,7.0,0.0
2832797,-5.0,2.0,2.0
1895993,-1.0,-6.0,1.0
15276,3.0,2.0,-3.0
1731843,1.0,4.0,3.0
378229,5.0,6.0,9.0
957344,1.0,6.0,7.0
567134,-9.0,-8.0,-3.0
2229979,5.0,-4.0,-3.0
2595463,2.0,7.0,-2.0
2047721,0.0,2.0,7.0
3261178,-2.0,-2.0,0.0
2593662,1.0,-1.0,-1.0
1361940,-2.0,-1.0,-3.0
412331,-5.0,-7.0,-6.0
717524,8.0,3.0,1.0
3360683,-8.0,0.0,-5.0
2293377,6.0,-2.0,6.0
921134,-7.0,-1.0,-9.0
1743690,8.0,1.0,7.0
2984875,-8.0,0.0,-7.0
3353398,0.0,-8.0,0.0
1650233,12.0,12.0,4.0
290308,,,
1474232,0.0,,
386516,7.0,7.0,
2665596,6.0,13.0,13.0
2513949,-13.0,-7.0,0.0
3348451,13.0,0.0,6.0
2269249,-13.0,0.0,-13.0
564594,2.0,-11.0,2.0
1176162,,,
2093315,-4.0,,
51245,1.0,-3.0,
897431,-1.0,0.0,-4.0
729067,0.0,-1.0,0.0
1766837,0.0,0.0,-1.0
1667336,0.0,0.0,0.0
128165,0.0,0.0,0.0
2005356,0.0,0.0,0.0
1222320,1.0,1.0,1.0
1790507,-1.0,0.0,0.0
1395152,1.0,0.0,1.0
1361783,-4.0,-3.0,-4.0
1312621,4.0,0.0,1.0
2225419,-1.0,3.0,-1.0
2188223,1.0,0.0,4.0
3165854,-1.0,0.0,-1.0
857305,0.0,-1.0,0.0
3059236,0.0,0.0,-1.0
2802970,0.0,0.0,0.0
1215292,0.0,0.0,0.0
3405277,3.0,3.0,3.0
1812874,-3.0,0.0,0.0
1231808,0.0,-3.0,0.0
3269928,0.0,0.0,-3.0
1953399,0.0,0.0,0.0
1312493,1.0,1.0,1.0
28331,0.0,1.0,1.0
1414029,-1.0,-1.0,0.0
1410964,2.0,1.0,1.0
3166271,-1.0,1.0,0.0
3150427,-1.0,-2.0,0.0
3349617,0.0,-1.0,-2.0
758804,0.0,0.0,-1.0
1575330,0.0,0.0,0.0
2334055,0.0,0.0,0.0
974320,0.0,0.0,0.0
3305223,3.0,3.0,3.0
3299868,1.0,4.0,4.0
884351,-4.0,-3.0,0.0
1443697,0.0,-4.0,-3.0
3275967,0.0,0.0,-4.0
2771477,0.0,0.0,0.0
963409,0.0,0.0,0.0
2800433,0.0,0.0,0.0
36054,0.0,0.0,0.0
2483067,0.0,0.0,0.0
1051443,-1.0,-1.0,-1.0
3143966,1.0,0.0,0.0
2916351,0.0,1.0,0.0
476144,,,
2067510,-3.0,,
2943696,-2.0,-5.0,
455840,-1.0,-3.0,-6.0
2130822,7.0,6.0,4.0
419780,-3.0,4.0,3.0
235184,1.0,-2.0,5.0
3390857,-6.0,-5.0,-8.0
3212287,6.0,0.0,1.0
710863,-5.0,1.0,-5.0
1111180,11.0,6.0,12.0
2575320,-4.0,7.0,2.0
49589,-6.0,-10.0,1.0
2876709,11.0,5.0,1.0
1319734,-11.0,0.0,-6.0
337771,0.0,-11.0,0.0
999077,-2.0,-2.0,-13.0
572749,2.0,0.0,0.0
401928,-1.0,1.0,-1.0
1125989,,,
824755,-5.0,,
3003546,-2.0,-7.0,
2835870,3.0,1.0,-4.0
774574,1.0,4.0,2.0
1993160,-14.0,-13.0,-10.0
2339890,12.0,-2.0,-1.0
2135038,-5.0,7.0,-7.0
2290961,8.0,3.0,15.0
1104549,-5.0,3.0,-2.0
1782075,6.0,1.0,9.0
424851,-6.0,0.0,-5.0
3067794,6.0,0.0,6.0
3335611,1.0,7.0,1.0
1399647,-3.0,-2.0,4.0
1035800,-6.0,-9.0,-8.0
876052,11.0,5.0,2.0
3200178,-10.0,1.0,-5.0
3237309,7.0,-3.0,8.0
2327647,-1.0,6.0,-4.0
1274259,-3.0,-4.0,3.0
2173976,1.0,-2.0,-3.0
637,1.0,2.0,-1.0
1289704,0.0,1.0,2.0
1180912,-2.0,-2.0,-1.0
2948778,-7.0,-9.0,-9.0
1761698,11.0,4.0,2.0
506722,-2.0,9.0,2.0
2983582,4.0,2.0,13.0
747106,-9.0,-5.0,-7.0
1441458,6.0,-3.0,1.0
2542393,2.0,8.0,-1.0
1577416,-2.0,0.0,6.0
794310,1.0,-1.0,1.0
2240029,-5.0,-4.0,-6.0
283458,-3.0,-8.0,-7.0
889757,5.0,2.0,-3.0
802206,-4.0,1.0,-2.0
2219177,9.0,5.0,10.0
304042,-2.0,7.0,3.0
1276497,3.0,1.0,10.0
1280044,-12.0,-9.0,-11.0
227389,1.0,-11.0,-8.0
2357340,7.0,8.0,-4.0
1392401,-18.0,-11.0,-10.0
1155242,18.0,0.0,7.0
483912,-11.0,7.0,-11.0
2893913,10.0,-1.0,17.0
761366,-7.0,3.0,-8.0
3100295,-3.0,-10.0,0.0
2413557,4.0,1.0,-6.0
2578885,8.0,12.0,9.0
65267,,,
1016712,2.0,,
1380403,2.0,4.0,
737811,-1.0,1.0,3.0
825667,,,
207517,4.0,,
918971,-3.0,1.0,
921713,6.0,3.0,7.0
2912619,-6.0,0.0,-3.0
1520109,2.0,-4.0,2.0
363250,1.0,3.0,-3.0
3402778,7.0,8.0,10.0
639909,-9.0,-2.0,-1.0
3224764,-3.0,-12.0,-5.0
2021713,8.0,5.0,-4.0
1873732,-7.0,1.0,-2.0
3213209,1.0,-6.0,2.0
228741,0.0,1.0,-6.0
2367036,-1.0,-1.0,0.0
40839,6.0,5.0,5.0
277234,-7.0,-1.0,-2.0
1519973,3.0,-4.0,2.0
815094,7.0,10.0,3.0
2847687,1.0,8.0,11.0
1402889,0.0,1.0,8.0
1842407,-6.0,-6.0,-5.0
3341283,-6.0,-12.0,-12.0
2547979,3.0,-3.0,-9.0
381464,0.0,3.0,-3.0
3284970,0.0,0.0,3.0
1794580,-3.0,-3.0,-3.0
3064300,2.0,-1.0,-1.0
25443,6.0,8.0,5.0
388044,-5.0,1.0,3.0
1337051,-1.0,-6.0,0.0
859105,-1.0,-2.0,-7.0
939072,10.0,9.0,8.0
2734571,-9.0,1.0,0.0
2496534,-1.0,-10.0,0.0
2481139,3.0,2.0,-7.0
1498842,3.0,6.0,5.0
701905,-2.0,1.0,4.0
1815809,0.0,-2.0,1.0
687640,-3.0,-3.0,-5.0
1062796,2.0,-1.0,-1.0
1745351,-2.0,0.0,-3.0
1910702,5.0,3.0,5.0
3286531,3.0,8.0,6.0
2111629,-8.0,-5.0,0.0
426214,5.0,-3.0,0.0
3374139,4.0,9.0,1.0
3115458,0.0,4.0,9.0
570568,-8.0,-8.0,-4.0
2170858,-4.0,-12.0,-12.0
1269392,1.0,-3.0,-11.0
51278,2.0,3.0,-1.0
738631,5.0,7.0,8.0
1826369,3.0,8.0,10.0
1543909,-1.0,2.0,7.0
1430901,-1.0,-2.0,1.0
3055788,-4.0,-5.0,-6.0
1128858,3.0,-1.0,-2.0
1390007,-4.0,-1.0,-5.0
8179,1.0,-3.0,0.0
473231,-2.0,-1.0,-5.0
3335299,4.0,2.0,3.0
71008,,,
832915,-2.0,,
1849598,0.0,-2.0,
20440,-3.0,-3.0,-5.0
1133422,,,
1825433,-7.0,,
818703,8.0,1.0,
1328213,-1.0,7.0,0.0
796484,-6.0,-7.0,1.0
27339,0.0,-6.0,-7.0
2897243,,,
1739158,1.0,,
156630,5.0,6.0,
2868156,-12.0,-7.0,-6.0
3416011,3.0,-9.0,-4.0
447141,1.0,4.0,-8.0
2401920,3.0,4.0,7.0
2385352,2.0,5.0,6.0
608661,-8.0,-6.0,-3.0
2044434,2.0,-6.0,-4.0
691840,4.0,6.0,-2.0
317715,-10.0,-6.0,-4.0
2789239,4.0,-6.0,-2.0
3072815,2.0,6.0,-4.0
1661449,-3.0,-1.0,3.0
931295,4.0,1.0,3.0
2991793,4.0,8.0,5.0
2310313,-1.0,3.0,7.0
3080383,5.0,4.0,8.0
3402503,-8.0,-3.0,-4.0
1969817,3.0,-5.0,0.0
2905546,-7.0,-4.0,-12.0
2010807,0.0,-7.0,-4.0
464198,1.0,1.0,-6.0
1027380,8.0,9.0,9.0
1113863,-6.0,2.0,3.0
1429151,0.0,-6.0,2.0
414282,-3.0,-3.0,-9.0
1436202,7.0,4.0,4.0
1993912,-3.0,4.0,1.0
1763204,0.0,-3.0,4.0
3144673,,,
43302,-5.0,,
136319,5.0,0.0,
2823083,-4.0,1.0,-4.0
2166558,-2.0,-6.0,-1.0
1880285,,,
1054442,-7.0,,
954719,8.0,1.0,
1304565,0.0,8.0,1.0
3105656,,,
1901130,-8.0,,
3327954,8.0,0.0,
2684219,1.0,9.0,1.0
131766,0.0,1.0,9.0
1077236,-1.0,-1.0,0.0
3071465,-9.0,-10.0,-10.0
1335830,2.0,-7.0,-8.0
453714,1.0,3.0,-6.0
1836670,-1.0,0.0,2.0
412133,3.0,2.0,3.0
2354415,,,
464914,-4.0,,
3033180,3.0,-1.0,
537017,-6.0,-3.0,-7.0
257241,2.0,-4.0,-1.0
1984607,-1.0,1.0,-5.0
1338660,3.0,2.0,4.0
2717917,-2.0,1.0,0.0
3249373,1.0,-1.0,2.0
1904749,-3.0,-2.0,-4.0
739240,0.0,-3.0,-2.0
2156113,5.0,5.0,2.0
2991497,-2.0,3.0,3.0
1461527,5.0,3.0,8.0
2651761,-8.0,-3.0,-5.0
3339861,7.0,-1.0,4.0
805630,,,
1916322,-6.0,,
2347246,7.0,1.0,
2802852,1.0,8.0,2.0
282053,-8.0,-7.0,0.0
249789,6.0,-2.0,-1.0
2304139,3.0,9.0,1.0
1789827,0.0,3.0,9.0
643601,-4.0,-4.0,-1.0
879217,-1.0,-5.0,-5.0
1734039,-1.0,-2.0,-6.0
16626,-1.0,-2.0,-3.0
1591399,0.0,-1.0,-2.0
1432666,-5.0,-5.0,-6.0
3125335,,,
2694983,4.0,,
2219658,-3.0,1.0,
2761741,-1.0,-4.0,0.0
2383440,10.0,9.0,6.0
1379297,-12.0,-2.0,-3.0
3072395,4.0,-8.0,2.0
2129229,,,
3021278,-4.0,,
2916824,5.0,1.0,
1272013,-6.0,-1.0,-5.0
2310711,-4.0,-10.0,-5.0
416088,5.0,1.0,-5.0
2904429,0.0,5.0,1.0
1593306,-4.0,-4.0,1.0
2244940,3.0,-1.0,-1.0
3316129,,,
191166,8.0,,
1558404,-9.0,-1.0,
2727200,3.0,-6.0,2.0
2991686,,,
2510065,-3.0,,
1091013,-5.0,-8.0,
1937241,3.0,-2.0,-5.0
1326036,,,
1575138,9.0,,
540828,-2.0,7.0,
2124391,-3.0,-5.0,4.0
2943156,5.0,2.0,0.0
3164396,-2.0,3.0,0.0
478762,-1.0,-3.0,2.0
2703855,-3.0,-4.0,-6.0
343185,3.0,0.0,-1.0
505389,-7.0,-4.0,-7.0
2690545,1.0,-6.0,-3.0
509212,,,
991988,-2.0,,
2828215,2.0,0.0,
1095525,-4.0,-2.0,-4.0
1487411,7.0,3.0,5.0
1907672,-6.0,1.0,-3.0
1613532,8.0,2.0,9.0
480642,,,
3019001,4.0,,
240266,0.0,4.0,
2314577,-3.0,-3.0,1.0
2785209,3.0,0.0,0.0
1239055,-3.0,0.0,-3.0
1352954,1.0,-2.0,1.0
3262452,2.0,3.0,0.0
1072793,1.0,3.0,4.0
2757377,-5.0,-4.0,-2.0
1346273,0.0,-5.0,-4.0
2511444,0.0,0.0,-5.0
1829993,7.0,7.0,7.0
1400806,,,
830610,0.0,,
2536722,-4.0,-4.0,
987145,1.0,-3.0,-3.0
2460630,,,
1956045,-5.0,,
1628218,1.0,-4.0,
2286784,-5.0,-4.0,-9.0
2342721,2.0,-3.0,-2.0
3367587,-1.0,1.0,-4.0
3237574,-1.0,-2.0,0.0
2316866,,,
517332,8.0,,
2687555,-6.0,2.0,
1538828,1.0,-5.0,3.0
650338,-3.0,-2.0,-8.0
69536,4.0,1.0,2.0
2333896,3.0,7.0,4.0
2375456,-2.0,1.0,5.0
3325695,,,
9754,0.0,,
1099309,-2.0,-2.0,
1791930,2.0,0.0,0.0
2662615,-5.0,-3.0,-5.0
3137946,,,
835467,9.0,,
3125446,3.0,12.0,
2504022,-1.0,2.0,11.0
210637,-13.0,-14.0,-11.0
2264310,1.0,-12.0,-13.0
841677,4.0,5.0,-8.0
1288199,3.0,7.0,8.0
582648,,,
2189583,-4.0,,
2302820,-4.0,-8.0,
1956311,7.0,3.0,-1.0
3003646,,,
1701356,-9.0,,
1743540,1.0,-8.0,
2434543,0.0,1.0,-8.0
1209961,4.0,4.0,5.0
819647,1.0,5.0,5.0
1140713,2.0,3.0,7.0
78888,-3.0,-1.0,0.0
2930544,-5.0,-8.0,-6.0
1468990,4.0,-1.0,-4.0
1345819,9.0,13.0,8.0
3396711,-2.0,7.0,11.0
2449509,-5.0,-7.0,2.0
2879229,-4.0,-9.0,-11.0
2717808,-4.0,-8.0,-13.0
2562314,0.0,-4.0,-8.0
176282,10.0,10.0,6.0
2828329,-2.0,8.0,8.0
1077261,6.0,4.0,14.0
1980085,-13.0,-7.0,-9.0
3303655,-4.0,-17.0,-11.0
3222431,,,
2542077,1.0,,
2495771,-3.0,-2.0,
731998,3.0,0.0,1.0
217944,-2.0,1.0,-2.0
3288682,1.0,-1.0,2.0
2553874,-4.0,-3.0,-5.0
2432495,2.0,-2.0,-1.0
555979,-1.0,1.0,-3.0
678235,0.0,-1.0,1.0
1385877,,,
741322,-3.0,,
2704104,-2.0,-5.0,
2558789,4.0,2.0,-1.0
1017184,-5.0,-1.0,-3.0
2445442,,,
1190930,-1.0,,
1542427,2.0,1.0,
3371586,7.0,9.0,8.0
3356763,-10.0,-3.0,-1.0
1881242,7.0,-3.0,4.0
845174,2.0,9.0,-1.0
2915250,-5.0,-3.0,4.0
943502,1.0,-4.0,-2.0
894862,2.0,3.0,-2.0
1547087,1.0,3.0,4.0
2217314,4.0,5.0,7.0
445997,-7.0,-3.0,-2.0
2429598,0.0,-7.0,-3.0
524750,5.0,5.0,-2.0
2322094,-2.0,3.0,3.0
2625254,7.0,5.0,10.0
3294904,-22.0,-15.0,-17.0
1108755,12.0,-10.0,-3.0
2891644,8.0,20.0,-2.0
2351154,-3.0,5.0,17.0
519993,-9.0,-12.0,-4.0
3141885,6.0,-3.0,-6.0
455174,-5.0,1.0,-8.0
3051673,6.0,1.0,7.0
3033575,-7.0,-1.0,-6.0
925811,1.0,-6.0,0.0
414554,-1.0,0.0,-7.0
2434853,5.0,4.0,5.0
2320952,-8.0,-3.0,-4.0
879044,7.0,-1.0,4.0
2783575,-3.0,4.0,-4.0
2668445,5.0,2.0,9.0
2873726,-5.0,0.0,-3.0
502303,-6.0,-11.0,-6.0
308264,8.0,2.0,-3.0
2457598,,,
336088,2.0,,
2970199,0.0,2.0,
690152,2.0,2.0,4.0
1309482,-4.0,-2.0,-2.0
1593988,4.0,0.0,2.0
2333142,1.0,5.0,1.0
992168,0.0,1.0,5.0
3394409,,,
1657524,8.0,,
1746968,-6.0,2.0,
806788,1.0,-5.0,3.0
2180971,1.0,2.0,-4.0
1546141,1.0,2.0,3.0
3037508,-5.0,-4.0,-3.0
1684921,6.0,1.0,2.0
926898,-2.0,4.0,-1.0
2689094,2.0,0.0,6.0
2597540,-6.0,-4.0,-6.0
866674,12.0,6.0,8.0
1699294,-9.0,3.0,-3.0
1007572,0.0,-9.0,3.0
1102113,0.0,0.0,-9.0
489774,4.0,4.0,4.0
2964537,-1.0,3.0,3.0
2964492,2.0,1.0,5.0
2547893,-2.0,0.0,-1.0
892446,2.0,0.0,2.0
648214,-4.0,-2.0,-4.0
2376615,-5.0,-9.0,-7.0
1226496,5.0,0.0,-4.0
451062,3.0,8.0,3.0
2999325,-3.0,0.0,5.0
